Pedido;Cliente;Produto;Valor Venda;Quantidade Vendida;Custo Envio;Data Pedido
ES-2011-2266607;JH-15820;OFF-AR-10002991;168,63;7;20,31;06/12/2012
ES-2012-5206109;CD-12280;OFF-AR-10002156;102,9;7;20,31;20/08/2013
ID-2013-29151;EB-13930;FUR-FU-10003235;203,904;2;20,31;18/06/2014
CA-2013-155747;JS-15685;FUR-TA-10003392;337,176;2;20,31;10/09/2012
MX-2011-126508;TG-21640;TEC-PH-10001264;303,84;3;20,31;20/09/2011
US-2014-165512;NP-18325;FUR-BO-10002968;291,024;2;20,3;17/11/2014
IT-2013-4559122;AM-10705;TEC-PH-10000705;304,44;4;20,3;07/05/2012
CA-2013-136770;SP-20650;TEC-PH-10001530;247,188;2;20,3;27/09/2014
SA-2014-7760;MP-8175;OFF-AME-10001179;215,1;6;20,3;17/09/2014
US-2012-154879;DB-13615;FUR-BO-10003106;117,408;2;20,3;19/12/2013
ES-2013-5242886;RC-19825;OFF-ST-10002720;248,52;4;20,29;12/12/2011
IN-2014-23761;MH-18115;OFF-PA-10003390;113,52;4;20,29;03/09/2012
IN-2013-59552;NP-18325;OFF-BI-10004869;169,38;6;20,29;12/12/2014
CA-2013-164672;GB-14530;FUR-FU-10001488;211,96;2;20,29;24/09/2013
CA-2014-149895;EB-14110;TEC-PH-10002200;258,528;2;20,29;17/03/2014
CA-2014-129028;GB-14530;FUR-FU-10004006;127,95;3;20,29;01/03/2013
MX-2014-116652;LT-16765;TEC-CO-10003370;259,75944;3;20,28;24/09/2012
IN-2012-14276;CS-12460;OFF-PA-10003303;124,875;5;20,28;09/12/2014
UP-2013-8480;EH-3945;OFF-STA-10000244;45,69;1;20,28;07/06/2012
US-2012-113264;CC-12430;TEC-AC-10001197;121,428;3;20,28;25/01/2013
MX-2013-138891;TB-21625;FUR-BO-10002782;79,712;1;20,27;15/10/2014
KE-2012-4830;NF-8385;FUR-HAR-10002546;417,42;6;20,27;08/02/2013
AG-2014-8240;AR-570;OFF-ROG-10000566;123,42;2;20,27;27/03/2013
MX-2014-134334;CT-11995;OFF-ST-10003997;459,3;5;20,26;14/07/2012
IN-2014-67238;SH-20395;TEC-CO-10003448;428,22;3;20,26;31/05/2014
CA-2013-121671;AA-10480;OFF-ST-10000078;265,17;1;20,26;19/09/2013
CA-2014-105410;ND-18370;TEC-AC-10002926;199,96;4;20,26;15/10/2011
PL-2013-5330;BD-1320;OFF-STA-10001747;200,4;8;20,26;31/01/2011
US-2013-132325;PW-19030;TEC-CO-10004398;207,69736;2;20,26;15/08/2013
MX-2012-103261;JH-16180;OFF-BI-10002727;161,4;5;20,25;22/01/2013
IN-2013-67966;PG-18820;OFF-AR-10002109;142,74;3;20,25;10/12/2013
ID-2012-83604;PO-19195;OFF-LA-10000793;48,816;8;20,25;10/05/2011
CA-2012-162950;DW-13585;FUR-BO-10001918;482,94;6;20,25;19/09/2014
IN-2012-54358;CS-12400;FUR-FU-10000921;174,6;4;20,24;03/03/2011
ID-2013-51691;CA-12055;TEC-MA-10000354;139,86;7;20,24;26/12/2014
CA-2014-157987;AC-10615;TEC-PH-10003885;197,97;3;20,24;05/06/2013
SU-2014-5140;RD-9585;TEC-OKI-10004735;245,82;2;20,24;18/08/2014
US-2013-115756;JK-16120;FUR-CH-10000788;159,732;3;20,24;04/05/2012
US-2012-111283;SC-20575;FUR-TA-10002065;275,072;1;20,23;17/12/2013
AO-2014-2160;LC-7050;OFF-TEN-10003089;532,8;4;20,23;29/03/2011
EG-2012-9610;TP-11415;OFF-FEL-10004665;207,33;1;20,23;05/12/2012
ES-2013-5880767;MG-18205;OFF-AR-10000266;193,83;7;20,22;21/12/2012
ES-2012-1705014;JL-15175;OFF-SU-10000087;89,28;6;20,22;23/11/2011
IN-2011-71739;FW-14395;FUR-BO-10004911;251,16;2;20,22;21/09/2013
SF-2011-2090;TS-11430;TEC-EPS-10002212;115,44;1;20,22;19/08/2011
MX-2013-105697;JO-15280;OFF-AR-10003829;132,3;9;20,21;01/05/2013
MX-2014-110009;GM-14680;FUR-BO-10004423;199,056;4;20,21;09/05/2014
ES-2014-4151895;EH-14185;FUR-CH-10004676;373,896;3;20,21;14/06/2013
IN-2013-14759;CK-12325;OFF-SU-10002709;345,735;13;20,21;21/09/2011
IN-2014-22228;EJ-13720;FUR-CH-10001913;317,574;2;20,21;30/07/2014
IN-2013-39147;CM-12160;OFF-EN-10002140;99,144;6;20,21;27/02/2013
CA-2013-160234;PF-19225;TEC-PH-10004434;135,95;1;20,21;06/09/2013
IR-2014-4010;NC-8415;TEC-LOG-10001750;117,96;4;20,21;07/08/2014
US-2014-165687;LH-16750;TEC-PH-10003361;327,816;6;20,2;13/09/2014
ID-2014-83415;DL-12925;FUR-FU-10001322;170,424;6;20,2;16/04/2011
TU-2012-2520;AG-765;TEC-HP -10003248;238,512;2;20,2;12/01/2012
US-2014-155061;MG-17680;TEC-AC-10004853;279,68;5;20,19;12/06/2012
US-2013-111598;TB-21280;FUR-CH-10004277;264,816;4;20,19;29/10/2014
IN-2012-86411;MK-18160;OFF-SU-10003118;206,16;4;20,19;24/08/2011
CA-2014-104731;AM-10705;TEC-PH-10002660;271,96;4;20,19;07/05/2012
CA-2012-122973;PJ-19015;TEC-PH-10002468;135,99;1;20,19;15/10/2013
MX-2014-117240;AZ-10750;FUR-FU-10004181;172,5;5;20,19;12/06/2014
MX-2011-122595;EM-13825;OFF-PA-10002966;289,98;9;20,18;11/07/2014
MX-2012-153325;MM-17920;FUR-CH-10003514;159,296;2;20,18;04/10/2011
ES-2014-4430801;AB-10060;OFF-AR-10000727;198,96;4;20,18;27/12/2013
IN-2013-10181;BB-10990;FUR-CH-10004089;93,2502;2;20,18;24/06/2012
US-2014-100930;CS-12400;FUR-FU-10004017;258,072;3;20,18;04/11/2014
CA-2013-116526;JA-15970;OFF-AP-10002457;376,74;4;20,18;20/11/2014
MD-2012-1540;GB-4575;OFF-BIN-10002061;185,28;4;20,18;28/12/2014
MX-2014-120208;CM-12445;FUR-TA-10002982;271,136;2;20,18;05/11/2014
US-2013-136840;GM-14455;TEC-PH-10002292;122,496;2;20,17;25/06/2013
IT-2014-2810229;AJ-10795;TEC-CO-10002583;192,78;1;20,17;02/10/2012
IN-2014-21990;SM-20320;FUR-CH-10004580;57,93;1;20,17;03/11/2011
IN-2012-46042;KM-16225;FUR-CH-10002944;446,4;5;20,17;30/11/2013
US-2014-118941;BB-11545;FUR-CH-10002331;1779,9;5;20,17;06/05/2011
IR-2014-3310;TB-11250;TEC-CIS-10000351;154,68;1;20,17;07/06/2013
IN-2011-33351;DB-13660;OFF-AP-10003491;278,16;4;20,16;23/08/2012
IN-2014-59048;BF-11020;TEC-CO-10004929;268,1748;2;20,16;24/11/2014
CA-2013-113516;VM-21685;OFF-BI-10001989;67,136;4;20,16;17/08/2012
MX-2013-123134;JJ-15445;OFF-SU-10000171;165,7;5;20,15;01/10/2014
MX-2014-153913;DW-13585;TEC-CO-10003931;423,31168;2;20,15;19/06/2013
ES-2011-3353574;PG-18895;FUR-FU-10000620;102,78;2;20,15;19/05/2014
IN-2013-12771;BD-11620;FUR-CH-10002188;175,92;2;20,15;18/03/2014
IN-2013-58915;HJ-14875;OFF-PA-10003115;114;4;20,15;01/09/2011
IN-2014-31622;SS-20590;TEC-MA-10004116;301,89;1;20,15;06/05/2011
ID-2013-63570;TR-21325;TEC-CO-10003570;460,356;2;20,15;11/02/2013
CA-2013-133550;KL-16645;TEC-PH-10004042;635,96;4;20,15;07/03/2014
CA-2012-104241;AG-10495;FUR-FU-10001473;192,22;14;20,15;20/09/2011
AG-2011-3090;AH-210;TEC-CIS-10000436;276,96;2;20,15;15/11/2014
US-2014-135160;BF-11275;OFF-ST-10001440;135,576;7;20,15;12/12/2013
MX-2013-139430;AZ-10750;TEC-AC-10000763;300,32;4;20,15;09/09/2014
MX-2013-110135;SW-20755;FUR-CH-10002547;146,736;3;20,14;11/03/2014
MX-2011-106803;LB-16795;TEC-PH-10001298;191,6;4;20,14;22/12/2011
IT-2013-4047109;CC-12145;OFF-AP-10004756;103,518;2;20,14;02/07/2013
ID-2012-37740;PB-18805;OFF-SU-10003789;115,9344;4;20,14;24/09/2013
IN-2013-42080;TB-21625;FUR-FU-10000918;311,76;6;20,14;02/07/2012
CA-2014-145765;CM-11815;TEC-AC-10000844;271,968;4;20,14;17/11/2011
MO-2014-9770;LC-6930;TEC-KON-10002052;313,44;1;20,14;07/04/2014
MX-2011-108301;ND-18370;TEC-CO-10001580;256,16664;3;20,14;13/05/2014
IT-2012-2666705;SR-20425;OFF-AR-10002145;171,288;4;20,13;17/08/2011
ES-2013-2759612;HE-14800;OFF-EN-10003431;99,66;2;20,13;21/11/2012
ID-2014-85851;MG-18145;OFF-AP-10004499;322,974;1;20,13;23/10/2014
IZ-2012-1710;JM-6195;FUR-BUS-10002040;366,84;1;20,13;09/08/2014
MX-2014-146269;CA-12775;OFF-SU-10003474;48,68;2;20,12;27/08/2012
IT-2013-5604677;CP-12340;OFF-AR-10001777;123,75;5;20,11;23/01/2013
IN-2011-29788;JJ-15445;FUR-CH-10002188;192,6324;3;20,11;11/01/2011
IN-2012-26484;RD-19660;OFF-PA-10003332;123,42;5;20,11;29/10/2014
US-2013-123750;RB-19795;OFF-BI-10004584;189,588;2;20,11;22/11/2011
CA-2013-106894;CA-12265;TEC-AC-10003063;100;4;20,11;13/11/2014
IR-2014-8690;RF-9735;TEC-SAM-10003538;124,53;1;20,11;03/12/2013
MX-2011-131352;MK-18160;FUR-FU-10003237;57,06;3;20,1;19/09/2011
ES-2013-1874583;JG-15115;OFF-AR-10003247;110,25;5;20,1;29/05/2014
ES-2012-5053715;CL-12700;OFF-BI-10004801;315,54;6;20,1;29/10/2013
ID-2011-74721;HG-14845;OFF-FA-10001010;82,044;8;20,1;18/04/2013
ID-2012-31174;TS-21205;TEC-CO-10001391;226,53;2;20,1;05/09/2014
ID-2011-50382;SM-20005;TEC-AC-10002335;310,554;3;20,1;22/06/2013
IN-2012-48240;GP-14740;OFF-BI-10004589;97,68;2;20,1;28/06/2013
MO-2013-8380;XP-11865;FUR-NOV-10003053;192,84;4;20,1;19/10/2011
MX-2013-133270;AB-10060;OFF-BI-10004080;130,62;7;20,1;06/10/2014
MX-2012-112291;SZ-20035;FUR-BO-10003563;389,04;4;20,09;05/11/2012
ES-2013-4034655;CM-12445;TEC-MA-10000331;226,8735;1;20,09;05/08/2014
ES-2014-3627192;IM-15055;TEC-MA-10001934;645,966;3;20,09;19/11/2012
IN-2014-73916;MH-17785;OFF-SU-10001731;188,37;7;20,09;03/08/2014
CA-2014-140480;HE-14800;OFF-AR-10004010;174,95;5;20,09;25/12/2012
CG-2011-3350;CS-2130;TEC-STA-10004536;301,77;1;20,09;18/04/2012
ES-2012-2229596;KM-16660;OFF-ST-10003995;230,256;2;20,08;14/07/2014
ES-2012-2701911;BF-11275;OFF-AP-10000977;545,94;6;20,08;02/02/2012
CA-2011-121762;ML-17395;OFF-SU-10000157;238,62;2;20,08;07/06/2011
MX-2014-157798;KN-16390;OFF-BI-10003373;163,2;5;20,08;21/01/2014
MX-2013-111556;BM-11140;TEC-CO-10002089;284,8274;5;20,07;25/06/2014
US-2014-157315;HR-14770;TEC-AC-10003824;92,64;5;20,07;06/12/2013
ES-2013-2593505;SL-20155;TEC-PH-10004732;249,93;3;20,07;01/08/2014
ID-2014-84269;BE-11455;TEC-MA-10002368;143,172;2;20,07;24/07/2013
MX-2014-159464;DG-13300;FUR-BO-10003873;261,54;1;20,06;07/02/2011
ES-2013-2386093;NG-18430;TEC-AC-10003554;388,92;7;20,06;24/04/2013
IN-2014-27303;RA-19885;OFF-ST-10001186;124,32;2;20,06;21/02/2014
CA-2014-105914;PV-18985;OFF-BI-10002854;112,12;5;20,06;18/05/2011
SF-2012-5440;BS-1755;TEC-OKI-10000372;312,51;1;20,06;04/11/2011
MX-2011-141705;DC-13285;TEC-PH-10003405;177,52;4;20,05;07/06/2014
ES-2012-4269542;NZ-18565;FUR-BO-10002781;350,244;2;20,05;18/12/2012
ES-2012-1721838;PK-19075;FUR-FU-10003325;175,8;4;20,05;07/01/2014
ID-2014-37131;RB-19705;TEC-CO-10001674;157,872;2;20,05;09/04/2013
CA-2014-161410;CC-12220;TEC-PH-10001760;358,2;3;20,05;06/12/2012
US-2013-117198;LH-16900;TEC-PH-10002068;130,56;3;20,05;02/04/2014
MX-2012-121678;JB-15925;FUR-CH-10003844;221,568;3;20,04;29/06/2011
ES-2014-4995013;AH-10690;TEC-PH-10002565;450,603;3;20,04;22/12/2011
ES-2012-5149849;TC-20980;FUR-FU-10001436;102,9;2;20,04;20/08/2012
ES-2014-3130087;JK-16120;OFF-ST-10003018;642;5;20,04;25/06/2014
CA-2014-157966;SU-20665;FUR-CH-10003606;89,768;1;20,04;04/09/2014
RS-2011-2910;BP-1230;TEC-BEL-10001189;256,56;1;20,04;06/09/2013
UP-2014-7980;DP-3390;TEC-SHA-10003039;168,24;1;20,04;23/07/2011
MX-2013-138674;JA-15970;TEC-AC-10001221;546,56;8;20,03;21/10/2011
MX-2012-153948;SS-20140;TEC-PH-10004242;246,78;3;20,03;29/08/2013
ES-2014-5374606;BM-11650;FUR-BO-10004547;245,94;2;20,03;11/09/2012
IT-2013-5472233;SC-20050;OFF-BI-10000341;258,9;10;20,03;28/10/2013
IT-2013-3779238;MA-17560;FUR-BO-10001834;72,48;1;20,03;03/01/2011
IN-2014-84521;JK-15730;TEC-PH-10000019;349,32;2;20,03;08/12/2011
IN-2011-85459;JM-15580;OFF-EN-10003770;420,42;14;20,03;07/05/2012
SF-2011-8920;MH-7440;OFF-BIN-10002061;185,28;4;20,03;05/03/2013
SA-2012-2120;GP-4740;OFF-SAN-10001345;214,8;4;20,03;08/09/2011
MX-2014-117751;SS-20875;TEC-CO-10002381;187,74376;2;20,03;16/10/2011
MX-2014-166254;YS-21880;OFF-PA-10000752;123,06;7;20,02;12/08/2014
MX-2014-113922;CS-12130;FUR-BO-10000636;225,08;2;20,02;02/09/2014
ES-2014-3240614;BB-10990;OFF-AR-10004492;107,4;2;20,02;07/06/2012
ES-2011-3403155;TB-21520;OFF-EN-10003360;82,38;2;20,02;14/03/2013
BU-2011-5830;VS-11820;OFF-FEL-10002158;316,8;12;20,02;10/09/2013
MX-2012-109337;YS-21880;OFF-AP-10004031;374,2;2;20,02;05/09/2014
IT-2013-1961543;BD-11635;OFF-AP-10001266;249,21;3;20,01;01/02/2013
CA-2013-146171;JP-16135;OFF-ST-10001526;481,32;4;20,01;06/12/2011
MX-2013-149916;MC-17605;OFF-ST-10002343;161,6;5;20,01;15/09/2012
CA-2014-140151;RB-19360;TEC-CO-10004722;13999,96;4;20;18/11/2013
ES-2014-2624465;TR-21325;FUR-BO-10000265;310,716;2;20;16/12/2014
IN-2014-37712;BK-11260;OFF-BI-10002329;121,8855;5;20;01/06/2011
IN-2014-77290;NR-18550;OFF-SU-10000375;214,515;7;20;11/09/2013
CA-2012-101154;CM-12190;OFF-ST-10004186;443,92;4;20;02/10/2014
SA-2014-840;TT-11220;TEC-BRO-10000463;263,73;1;20;09/05/2014
TZ-2013-9020;AP-915;TEC-CAN-10001853;316,59;1;20;24/10/2014
ES-2013-4117792;ON-18715;OFF-PA-10000850;90,6;5;19,99;26/06/2014
IN-2013-55135;MS-17830;OFF-EN-10000645;173,25;5;19,99;30/01/2012
ID-2014-53588;PK-19075;OFF-ST-10004608;177,876;4;19,99;15/06/2012
CA-2014-143574;DR-12880;FUR-BO-10002598;638,82;9;19,99;21/08/2013
MX-2013-153150;PH-18790;TEC-PH-10003945;333,66;3;19,99;12/03/2011
ES-2014-2439745;KF-16285;TEC-CO-10001145;284,76;2;19,98;01/02/2013
IN-2013-12092;JK-15625;OFF-EN-10000871;225,6;5;19,98;25/09/2014
ES-2014-2959093;CM-11935;OFF-AR-10001228;152,28;6;19,97;27/09/2013
ES-2013-5150619;LH-16750;OFF-PA-10000878;169,8;5;19,97;13/11/2012
ES-2013-4444438;SC-20770;FUR-FU-10001717;95,04;4;19,97;29/05/2013
ID-2013-73069;JF-15565;OFF-AR-10003046;84,132;2;19,97;02/04/2013
IN-2014-39077;JK-16120;FUR-CH-10002932;218,3868;2;19,97;01/07/2011
CA-2014-157980;SH-20395;TEC-AC-10002567;127,984;2;19,97;12/12/2014
CA-2014-110821;CK-12205;OFF-ST-10002790;118,16;2;19,97;13/07/2011
MX-2013-123155;JE-15475;OFF-AP-10004113;137,6;4;19,96;02/10/2014
IN-2013-78466;AH-10030;OFF-SU-10001731;70,755;5;19,96;10/12/2011
KZ-2014-6760;CV-2295;FUR-IKE-10002509;170,28;4;19,96;20/11/2014
MX-2011-147025;AB-10150;OFF-ST-10004549;594,86;7;19,96;23/10/2013
IT-2014-2544381;HK-14890;OFF-AP-10003032;340,992;6;19,95;12/05/2014
ES-2013-1049729;RB-19330;TEC-CO-10004662;642,72;2;19,95;15/01/2014
ES-2012-3386035;JG-15805;TEC-AC-10001904;175,68;6;19,95;29/10/2014
ES-2013-5015150;EB-13750;OFF-SU-10000076;323,4;7;19,95;30/01/2013
IN-2013-11063;BO-11350;TEC-PH-10004261;248,022;2;19,95;05/04/2013
IN-2012-48317;ML-18265;TEC-CO-10001726;855,45;5;19,95;02/11/2011
CA-2011-163552;LA-16780;OFF-PA-10000474;177,2;5;19,95;29/08/2012
CA-2012-8520;DB-3120;FUR-SAU-10003795;294,6;2;19,95;03/09/2014
MX-2013-161018;SN-20560;OFF-AP-10002223;102,96;4;19,94;29/07/2013
CA-2014-159793;SV-20365;FUR-BO-10001798;130,98;2;19,94;08/04/2013
NI-2011-1810;RF-9840;TEC-SAM-10000613;73,944;2;19,94;19/11/2013
MX-2012-142090;AR-10510;TEC-PH-10000774;286,44;3;19,93;18/08/2014
ES-2012-2137901;JG-15160;OFF-AR-10000307;97,44;4;19,93;09/10/2014
ID-2013-30915;TB-21520;TEC-CO-10000269;478,764;4;19,93;31/12/2013
UP-2013-7330;AR-510;FUR-LES-10000904;537,6;2;19,93;12/12/2013
TU-2011-5460;JF-5355;OFF-SME-10000746;318,24;4;19,93;08/10/2013
TU-2011-6790;MT-8070;OFF-SME-10004370;305,928;6;19,93;20/07/2012
MX-2014-124744;MY-18295;OFF-EN-10002710;68,48;2;19,93;11/11/2013
MX-2014-108189;DL-13330;TEC-AC-10002013;111,12;3;19,92;03/11/2014
ES-2013-5912455;AB-10165;FUR-FU-10000950;245,88;6;19,92;08/06/2011
IN-2011-26456;EA-14035;OFF-EN-10003508;149,58;6;19,92;05/04/2014
ID-2013-19666;SV-20785;FUR-FU-10004780;321,492;4;19,92;03/07/2012
CA-2012-135251;RP-19270;FUR-BO-10003965;369,1992;3;19,92;08/11/2012
SA-2014-7760;MP-8175;OFF-SME-10000538;257,76;2;19,92;04/09/2013
CG-2011-5540;DW-3480;OFF-CUI-10003665;66,99;1;19,92;30/12/2014
EG-2014-3200;KH-6330;OFF-ELD-10000024;101,88;6;19,92;10/12/2014
IN-2014-48667;BF-11215;FUR-FU-10000714;85,185;5;19,91;16/05/2014
ID-2014-19813;TB-21400;OFF-ST-10002085;241,434;2;19,91;19/01/2012
ID-2012-34884;SC-20305;FUR-CH-10004694;249,264;2;19,91;26/03/2013
ID-2014-84269;BE-11455;OFF-EN-10002066;60,552;2;19,91;16/12/2013
CA-2012-149342;TS-21160;TEC-PH-10001557;287,97;3;19,91;18/06/2014
IZ-2014-230;BP-1155;OFF-IBI-10003191;191,7;6;19,91;17/11/2014
IS-2014-3290;AC-615;OFF-SAN-10002484;101,04;2;19,91;27/03/2014
UP-2014-760;JH-5820;OFF-AME-10000851;236,34;6;19,91;07/02/2013
MX-2013-139871;TS-21160;TEC-AC-10001688;283,2;5;19,91;30/04/2012
MX-2012-156216;BK-11260;FUR-CH-10001262;91,92;3;19,9;30/03/2012
IT-2011-2421873;LH-17155;FUR-FU-10003069;122,325;5;19,9;10/05/2012
CA-2014-169327;MH-17290;OFF-BI-10004330;147,92;5;19,9;22/03/2012
SF-2013-6330;SC-10695;OFF-CAR-10000202;98,46;2;19,9;15/11/2011
MX-2011-143168;MH-17290;TEC-CO-10001933;396,72496;2;19,9;11/10/2011
MX-2012-138072;CP-12340;OFF-AR-10001694;101,04;3;19,9;03/09/2014
ES-2011-3897276;BD-11320;FUR-FU-10001424;154,392;4;19,89;10/04/2014
ES-2013-1964432;SW-20755;FUR-CH-10002970;278,28;4;19,89;10/06/2014
ID-2014-75281;BP-11095;OFF-ST-10002791;147,582;3;19,89;23/05/2012
IN-2011-74378;JM-15655;OFF-EN-10004495;94,9935;5;19,89;04/12/2014
CA-2012-139374;AR-10345;FUR-CH-10003981;179,886;1;19,89;09/11/2013
ZA-2013-9740;DB-2910;TEC-SAN-10000260;82,98;1;19,89;03/05/2014
IZ-2014-5250;EM-3960;OFF-BIN-10002407;118,62;6;19,89;13/02/2013
US-2014-128181;EH-13945;FUR-BO-10004407;181,12;2;19,89;22/01/2011
MX-2014-135279;CL-12565;OFF-PA-10001170;92,76;3;19,89;29/12/2014
MX-2011-146332;AC-10420;TEC-AC-10003044;158;4;19,88;19/10/2011
ES-2012-3374683;JW-16075;TEC-MA-10002686;522,72;3;19,88;25/09/2014
IT-2011-3528798;CM-12655;OFF-SU-10003556;43,92;1;19,88;12/10/2013
ID-2011-37621;PM-19135;OFF-AR-10000465;67,89;4;19,88;09/08/2014
IN-2014-19120;AW-10840;TEC-AC-10004334;245,13;1;19,88;21/09/2011
ID-2014-37635;AH-10195;TEC-MA-10002827;253,32;2;19,88;21/02/2014
IN-2012-24097;PF-19165;OFF-ST-10002499;260,415;5;19,88;07/10/2014
IZ-2013-5220;SG-10080;TEC-STA-10003925;163,62;1;19,88;15/03/2012
PL-2013-7230;TS-11370;OFF-KIT-10000964;274,44;4;19,88;24/12/2014
IN-2011-44558;RB-19795;OFF-EN-10002671;205,44;4;19,87;09/10/2014
ID-2014-49808;MC-17575;FUR-BO-10004507;154,3752;2;19,87;09/09/2013
EG-2012-9030;AJ-960;OFF-CUI-10001302;270,96;4;19,87;17/02/2014
MX-2014-119865;MT-17815;FUR-BO-10001779;200,44;2;19,87;08/01/2014
MX-2011-132598;HH-15010;FUR-CH-10002653;382,4;4;19,87;31/01/2014
ES-2014-2598901;FG-14260;TEC-AC-10003343;84,96;3;19,86;22/08/2012
ID-2014-24363;TB-21520;TEC-AC-10003989;274,4658;9;19,86;22/04/2011
CA-2014-3540;TG-11640;TEC-OKI-10000616;351,9;2;19,86;18/01/2012
MX-2012-101763;HE-14800;OFF-SU-10002962;103,32;7;19,86;05/10/2012
ES-2013-2371724;DW-13480;OFF-BI-10001384;96,81;7;19,85;18/09/2013
ID-2011-49409;MW-18235;OFF-AP-10002239;122,67;3;19,85;11/11/2014
RS-2014-4260;DE-3255;OFF-HAM-10003872;143,58;2;19,85;02/09/2014
MX-2012-161704;AH-10120;OFF-ST-10001326;182,3;5;19,85;14/07/2014
US-2014-111129;TS-21340;TEC-CO-10001818;283,49984;2;19,84;05/05/2014
ES-2013-3293691;RB-19795;OFF-AP-10002577;126,27;3;19,84;31/10/2012
IT-2013-3224690;FW-14395;OFF-ST-10003956;166,617;3;19,84;24/12/2014
ES-2014-2057259;PB-19150;OFF-AR-10001533;137,25;3;19,84;02/05/2012
IN-2014-62667;BD-11320;FUR-FU-10003855;263,412;6;19,84;09/11/2014
IN-2014-80958;SL-20155;TEC-AC-10000865;333,84;4;19,84;14/06/2011
SA-2014-7760;MP-8175;TEC-STA-10001407;149,04;2;19,84;17/04/2013
IN-2013-40050;AS-10225;OFF-SU-10001869;69,03;3;19,83;31/07/2014
ID-2014-42584;JB-16000;FUR-FU-10000422;373,68;8;19,83;12/07/2013
ID-2014-67560;JE-15610;OFF-AR-10004749;386,64;12;19,83;08/12/2012
ID-2013-16593;NK-18490;FUR-CH-10001204;214,3791;3;19,83;09/07/2014
CA-2014-128300;RS-19765;OFF-BI-10001597;327,84;8;19,83;05/09/2012
ES-2014-2426460;YC-21895;OFF-ST-10002172;206,604;4;19,82;28/03/2014
ES-2013-4345105;CC-12145;FUR-BO-10001287;151,929;1;19,82;08/06/2013
ES-2014-2769035;RH-19495;OFF-BI-10001808;246,15;5;19,82;01/05/2013
ID-2014-85529;AG-10300;TEC-CO-10000601;176,76;2;19,82;05/10/2013
CA-2014-121888;CL-11890;OFF-BI-10001765;242,48;7;19,82;18/01/2012
EG-2013-3080;NL-8310;TEC-APP-10001732;76,11;1;19,82;26/02/2013
GH-2014-5810;GZ-4470;TEC-SHA-10004390;355,56;1;19,82;02/12/2014
US-2014-112249;MW-18220;OFF-EN-10001476;132,352;11;19,82;19/12/2012
MX-2014-107265;BE-11335;FUR-CH-10002291;221,2;7;19,82;12/12/2014
ES-2011-3540276;AR-10405;FUR-FU-10003804;288,684;3;19,81;01/11/2012
ES-2014-2298874;HH-15010;TEC-CO-10003298;759,66;2;19,81;24/09/2013
ID-2013-23845;PH-18790;FUR-CH-10004082;228,204;4;19,81;11/07/2011
CG-2012-310;EB-3975;TEC-KON-10001624;122,37;1;19,81;30/07/2014
US-2012-126487;GG-14650;TEC-CO-10002065;314,91876;3;19,8;15/09/2013
ID-2013-40708;KS-16300;TEC-CO-10000259;292,734;3;19,8;28/01/2013
UP-2013-8110;AB-105;OFF-FEL-10003848;462,96;8;19,8;17/02/2014
IT-2013-1488039;VD-21670;FUR-BO-10001405;249,72;2;19,79;14/06/2014
ES-2012-2088434;FM-14290;TEC-PH-10002119;223,47;3;19,79;25/11/2014
ES-2012-4635011;CS-11950;OFF-SU-10003115;66,42;3;19,79;11/07/2012
IN-2011-70017;LH-16900;OFF-ST-10004768;396,78;2;19,79;21/06/2014
CA-2012-112305;KB-16405;OFF-AR-10002067;119,04;6;19,79;20/05/2014
RO-2012-6560;MH-7455;FUR-DAN-10004745;244,14;2;19,79;12/04/2013
MX-2013-110933;SN-20560;TEC-PH-10003935;186,36;2;19,78;28/05/2012
MX-2011-135020;CC-12550;TEC-PH-10003793;86,96;2;19,78;23/12/2013
ID-2013-47421;JF-15490;OFF-BI-10000389;84,4608;2;19,78;30/08/2013
CA-2013-142524;MB-18085;TEC-AC-10000109;279,95;5;19,78;26/09/2014
ES-2014-5809699;CD-12280;FUR-CH-10000068;412,695;5;19,77;17/09/2012
IN-2014-71375;GM-14680;TEC-PH-10001590;143,532;2;19,77;24/10/2014
ID-2014-84269;BE-11455;OFF-SU-10000427;100,08;4;19,77;01/08/2013
CA-2014-108112;DK-12895;FUR-FU-10001488;339,136;4;19,77;05/03/2014
CA-2012-122406;BE-11455;TEC-AC-10004571;199,98;2;19,77;21/05/2013
CG-2014-5570;JB-6000;OFF-ROG-10001340;141,6;1;19,77;26/09/2014
MX-2013-141691;JF-15490;TEC-PH-10004901;90,64;2;19,77;15/03/2012
US-2011-156762;RR-19525;TEC-PH-10000785;269,12;8;19,76;22/05/2014
IN-2014-64186;HG-15025;OFF-ST-10004315;448,6344;4;19,76;23/08/2013
CA-2012-164567;GK-14620;TEC-PH-10002103;225,576;3;19,76;11/06/2014
CA-2013-125087;TH-21115;FUR-CH-10002880;344,372;4;19,76;13/11/2012
IR-2012-4790;EM-4140;FUR-SAF-10003745;137,16;1;19,76;18/08/2011
CA-2014-107209;JW-15955;FUR-CH-10001146;194,848;4;19,75;06/10/2012
MZ-2012-3310;CM-2385;TEC-SAN-10000260;82,98;1;19,75;31/05/2012
MX-2013-156965;DJ-13510;TEC-PH-10004074;1272,3;3;19,74;03/09/2013
ES-2012-4938915;JC-15385;OFF-AR-10002816;268,2;5;19,74;15/11/2014
ES-2013-5379148;BP-11155;OFF-AR-10000502;153,6;8;19,74;10/10/2013
